repo_name,language,fixture_count,commit_count_with_fixtures,first_fixture_commit,last_fixture_commit,clone_url,agent_commits_touching_tests,rejected_mixed_test_diff,accepted,created_at,topics
aeagle/react-spaces,typescript,0,0,,,https://github.com/aeagle/react-spaces.git,0,0,0,2019-07-21T03:58:06,"[""component-library"", ""components"", ""javascript-library"", ""react"", ""reactjs"", ""reactjs-components"", ""web"", ""web-ui"", ""web-ui-framework""]"
airtasker/spot,typescript,0,0,,,https://github.com/airtasker/spot.git,1,0,1,2018-10-11T09:55:46,"[""api-blueprint"", ""dsl"", ""json-schema"", ""openapi"", ""openapi3"", ""swagger"", ""typescript""]"
abagames/crisp-game-lib,typescript,12,1,98516ec1d7543b2ab9d3b9a9ad08f424f57b9a91,98516ec1d7543b2ab9d3b9a9ad08f424f57b9a91,https://github.com/abagames/crisp-game-lib.git,3,1,2,2019-12-08T06:51:14,"[""game-development""]"
alibaba/hooks,typescript,0,0,,,https://github.com/alibaba/hooks.git,0,0,0,2019-06-27T05:20:06,"[""ahooks"", ""hooks-library"", ""react"", ""react-hooks"", ""umi-hooks""]"
aadsm/jschardet,typescript,2,1,54f2745cae60b30fa3f5546726399c7a8853f5ab,54f2745cae60b30fa3f5546726399c7a8853f5ab,https://github.com/aadsm/jschardet.git,10,3,7,2010-04-17T08:23:09,"[""character-encoding"", ""charset""]"
amondnet/vercel-action,typescript,0,0,,,https://github.com/amondnet/vercel-action.git,3,3,0,2020-05-16T12:39:37,"[""github-actions"", ""vercel"", ""zeit-now""]"
acacode/swagger-typescript-api,typescript,9,3,9d493e8f64f133c403335d85cf6aaa15e125343b,306d59acb8ffbb00f953f807b97234b21f51d9de,https://github.com/acacode/swagger-typescript-api.git,4,0,4,2020-01-12T11:46:19,[]
algolia/docsearch,typescript,0,0,,,https://github.com/algolia/docsearch.git,1,0,1,2015-11-20T10:55:10,"[""algolia"", ""docsearch"", ""documentation"", ""javascript"", ""react"", ""search"", ""typescript""]"
angular-schule/angular-cli-ghpages,typescript,0,0,,,https://github.com/angular-schule/angular-cli-ghpages.git,0,0,0,2016-04-07T07:42:30,"[""angular"", ""angular-cli"", ""angular-cli-ghpages"", ""circle-ci"", ""cloudflare-pages"", ""gh-pages"", ""github-actions"", ""github-pages"", ""ng-deploy"", ""travis-ci""]"
annexare/countries,typescript,0,0,,,https://github.com/annexare/countries.git,0,0,0,2014-07-06T04:44:51,"[""calling-codes"", ""capital"", ""cjs"", ""continent"", ""countries"", ""country-codes"", ""csv"", ""currencies"", ""emoji"", ""esm"", ""iso3166"", ""iso3166-1"", ""iso639"", ""iso639-1"", ""json"", ""language-codes"", ""locales"", ""sql"", ""typescript"", ""typings""]"
angular-eslint/angular-eslint,typescript,0,0,,,https://github.com/angular-eslint/angular-eslint.git,0,0,0,2019-07-28T10:51:06,"[""angular"", ""eslint"", ""typescript""]"
algolia/instantsearch.js,typescript,2,2,bbba058991ae6ab518bc0de4b68c9059cb6abfe6,55bd627dbacabd538b92aa1c8654ec3631e59ece,https://github.com/algolia/instantsearch.js.git,26,15,11,2015-07-21T12:10:27,[]
adobe/spectrum-web-components,typescript,0,0,,,https://github.com/adobe/spectrum-web-components.git,18,8,10,2018-11-19T10:15:50,"[""adobe"", ""spectrum"", ""webcomponents""]"
ant-design/ant-design-mobile-rn,typescript,0,0,,,https://github.com/ant-design/ant-design-mobile-rn.git,0,0,0,2018-05-02T08:38:52,"[""android"", ""antd-mobile"", ""ios"", ""javascript"", ""react"", ""react-native"", ""typescript""]"
ant-design/ant-design-pro,typescript,5,1,a4d91e49a1bec35676d5d08e22c5ff96e28eafd8,a4d91e49a1bec35676d5d08e22c5ff96e28eafd8,https://github.com/ant-design/ant-design-pro.git,6,4,2,2017-08-25T10:40:44,"[""admin"", ""ant-design"", ""antd"", ""antv"", ""boilerplate"", ""dashboard"", ""enterprise"", ""react"", ""umi""]"
amannn/next-intl,typescript,0,0,,,https://github.com/amannn/next-intl.git,18,13,5,2020-11-20T11:24:11,"[""date-formatting"", ""i18n"", ""next"", ""react""]"
antvis/g2,typescript,3,3,22bd63cf2b91846b3138658b5718f0d85d50cf63,93648c7fb5744e19bea182091ff76ea8377285b1,https://github.com/antvis/g2.git,5,0,5,2016-05-26T09:21:04,"[""animation"", ""canvas"", ""chart"", ""grammar"", ""graphics"", ""hacktoberfest"", ""interaction"", ""svg"", ""visualization"", ""webgl""]"
antvis/g6,typescript,0,0,,,https://github.com/antvis/g6.git,1,0,1,2017-02-13T10:00:43,"[""data-visualization"", ""graph"", ""graph-analytics"", ""graph-drawing"", ""graph-visualization"", ""hacktoberfest"", ""network"", ""tree"", ""visual-analytics"", ""visualization""]"
apptension/aws-boilerplate,typescript,0,0,,,https://github.com/apptension/aws-boilerplate.git,0,0,0,2020-04-14T09:31:26,[]
ant-design/pro-components,typescript,2,2,df9e98b5dfeda62b20cc600a60e7c9106f548574,14aa504c183e8f44533cf11bdf05cf870f8125f7,https://github.com/ant-design/pro-components.git,35,20,15,2019-04-28T10:45:11,"[""ant"", ""ant-design"", ""ant-design-pro"", ""dumi"", ""hooks"", ""react"", ""ui"", ""ui-components""]"
adobe/react-spectrum,typescript,0,0,,,https://github.com/adobe/react-spectrum.git,7,3,4,2019-09-13T11:32:51,"[""accessibility"", ""design-systems"", ""react"", ""react-components"", ""ui-components"", ""wai-aria""]"
artalar/reatom,typescript,0,0,,,https://github.com/artalar/reatom.git,15,10,5,2019-05-04T06:27:50,"[""flux"", ""react"", ""reactive"", ""reactive-programming"", ""reactivity"", ""reatom"", ""state"", ""state-management"", ""state-manager"", ""store""]"
apollographql/apollo-client,typescript,0,0,,,https://github.com/apollographql/apollo-client.git,7,6,1,2016-02-26T08:25:00,"[""apollo-client"", ""apollographql"", ""graphql"", ""graphql-client"", ""typescript""]"
antvis/l7,typescript,0,0,,,https://github.com/antvis/l7.git,1,1,0,2018-11-21T04:19:07,"[""3d"", ""amap"", ""antv"", ""data-visualization"", ""geojson"", ""geospatial"", ""gis"", ""javascript"", ""map"", ""mapbox"", ""maps"", ""point"", ""polygon"", ""webgl""]"
artsy/eigen,typescript,7,5,c925a24c4843724f5b66dc3ea4a0e1336216e5de,336d814d6d8c35264123dee00fb00c8a51776ced,https://github.com/artsy/eigen.git,50,37,13,2015-01-22T09:52:39,"[""android"", ""app"", ""app-store"", ""art"", ""ios"", ""objective-c"", ""react-native"", ""swift""]"
aurelia/aurelia,typescript,0,0,,,https://github.com/aurelia/aurelia.git,5,4,1,2018-02-15T05:22:58,"[""aurelia"", ""cordova"", ""cross-platform"", ""electron"", ""framework"", ""frontend"", ""html"", ""javascript"", ""javascript-framework"", ""mobile"", ""pwa"", ""single-page-applications"", ""spa"", ""typescript"", ""web"", ""web-framework"", ""web-performance""]"
auth0/auth0-spa-js,typescript,2,1,150b0e810d5c6357f306d98c7169b39aa11e7e4c,150b0e810d5c6357f306d98c7169b39aa11e7e4c,https://github.com/auth0/auth0-spa-js.git,3,2,1,2019-04-03T04:22:45,"[""auth0"", ""auth0-js"", ""dx-sdk"", ""javascript"", ""oauth2"", ""openid-connect"", ""pkce"", ""spa""]"
auth0/react-native-auth0,typescript,0,0,,,https://github.com/auth0/react-native-auth0.git,1,1,0,2016-06-14T11:10:12,"[""dx-sdk"", ""react-native""]"
automattic/simplenote-electron,typescript,1,1,b0e29b8092cd6610fdf7ce824806ab5fb7e2077b,b0e29b8092cd6610fdf7ce824806ab5fb7e2077b,https://github.com/automattic/simplenote-electron.git,1,0,1,2015-08-22T09:06:44,[]
4gray/iptvnator,typescript,92,18,2f47ed16cb219dcfd9e200d7690c5f687236797c,80af9257a074d840927c748ebc42680c9edbf20c,https://github.com/4gray/iptvnator.git,91,52,39,2019-10-06T03:37:40,"[""chromeos"", ""electron"", ""epg"", ""fair-source"", ""iptv"", ""iptv-m3u"", ""iptv-player"", ""iptv-player-application"", ""linux"", ""m3u"", ""m3u8"", ""macos"", ""player"", ""player-video"", ""playlist"", ""pwa"", ""snap"", ""tv"", ""video"", ""xtream-codes""]"
artsy/force,typescript,10,6,5a006835796ec6423e129ce7efbd618bad93357b,3808ae1b342250d0e57321749f0d6c1a82fcba28,https://github.com/artsy/force.git,58,42,16,2014-08-12T06:14:34,"[""artsy"", ""express-js"", ""graphql"", ""javascript"", ""react"", ""typescript""]"
bdash-app/bdash,typescript,0,0,,,https://github.com/bdash-app/bdash.git,1,0,1,2016-08-23T12:20:03,"[""electron"", ""javascript"", ""sql"", ""visualization""]"
argos-ci/argos,typescript,45,26,a30ee3c5301da2e7888e540c1b57f6ae25ffd815,a1daa4f80b8c5192401e03d6174d3951d3bbfc04,https://github.com/argos-ci/argos.git,166,93,73,2016-12-15T08:23:42,"[""testing"", ""testing-tools"", ""visual-testing""]"
benkeen/generatedata,typescript,0,0,,,https://github.com/benkeen/generatedata.git,0,0,0,2012-01-26T09:06:00,"[""data"", ""data-generation"", ""data-generator"", ""data-generators"", ""human-data"", ""json"", ""random"", ""random-generation"", ""randomization"", ""rest-api"", ""test-data"", ""test-data-generator"", ""testing""]"
bennycode/trading-signals,typescript,0,0,,,https://github.com/bennycode/trading-signals.git,7,5,2,2020-05-28T10:44:05,"[""analysis"", ""cryptotrading"", ""dema"", ""dma"", ""ema"", ""financial"", ""financial-analysis"", ""hacktoberfest"", ""indicator"", ""macd"", ""roc"", ""rsi"", ""signals"", ""sma"", ""smma"", ""technical-analysis"", ""technical-indicators"", ""trading"", ""trading-signals"", ""typescript""]"
bestofjs/bestofjs-webui,typescript,0,0,,,https://github.com/bestofjs/bestofjs-webui.git,0,0,0,2015-06-19T11:27:39,"[""github-stars"", ""hall-of-fame"", ""trends""]"
appsmithorg/appsmith,typescript,4,3,470aa9ea18146ca8a7d67e295b9cd49da52d893c,b23ab4547912d7c72d45a2daf093935f771e1ef1,https://github.com/appsmithorg/appsmith.git,36,14,22,2020-06-30T04:07:36,"[""admin-dashboard"", ""admin-panels"", ""app-builder"", ""automation"", ""crud"", ""custom-internal"", ""developer-tools"", ""gui"", ""gui-application"", ""hacktoberfest"", ""internal-tools"", ""java"", ""javascript"", ""low-code"", ""low-code-framework"", ""react"", ""self-hosted"", ""typescript"", ""webdevelopment"", ""workflows""]"
blakeblackshear/frigate,typescript,0,0,,,https://github.com/blakeblackshear/frigate.git,5,0,5,2019-01-26T01:52:38,"[""ai"", ""camera"", ""google-coral"", ""home-assistant"", ""home-automation"", ""homeautomation"", ""mqtt"", ""nvr"", ""object-detection"", ""realtime"", ""rtsp"", ""tensorflow""]"
azuread/microsoft-authentication-library-for-js,typescript,58,7,fc194a3a63bea62c843e79b4460d9e25773865fc,63f4ca4cb6b2e7d79e4cc6e5a63838c2cbf2b3e3,https://github.com/azuread/microsoft-authentication-library-for-js.git,72,37,35,2017-02-24T09:49:17,[]
brianlovin/brian-lovin-next,typescript,0,0,,,https://github.com/brianlovin/brian-lovin-next.git,3,1,2,2018-09-08T10:01:16,[]
betterthantomorrow/calva,typescript,0,0,,,https://github.com/betterthantomorrow/calva.git,8,7,1,2018-03-15T10:04:33,[]
auth0/node-auth0,typescript,0,0,,,https://github.com/auth0/node-auth0.git,0,0,0,2012-12-03T09:19:57,"[""dx-sdk""]"
callstack/react-native-testing-library,typescript,0,0,,,https://github.com/callstack/react-native-testing-library.git,1,1,0,2018-10-01T02:32:13,"[""jest"", ""react"", ""react-native"", ""testing""]"
browserless/chrome,typescript,6,3,15ace792dad1c67d9e1cfebefd12d6f5b0fe46cb,46a5bdc0cfd4d05f1d020b13506e32bcae127471,https://github.com/browserless/chrome.git,23,9,14,2017-11-17T04:35:31,"[""browserless"", ""chrome"", ""devtools"", ""docker"", ""headless"", ""headless-chrome"", ""puppeteer""]"
captbaritone/webamp,typescript,0,0,,,https://github.com/captbaritone/webamp.git,1,1,0,2014-11-04T02:50:52,"[""html5"", ""javascript"", ""port"", ""reimplementation"", ""webaudio-api"", ""winamp""]"
botpress/botpress,typescript,0,0,,,https://github.com/botpress/botpress.git,19,14,5,2016-11-16T09:57:59,"[""agent"", ""ai"", ""botpress"", ""chatbot"", ""chatgpt"", ""gpt"", ""gpt-4"", ""langchain"", ""llm"", ""nlp"", ""openai"", ""prompt""]"
caldis/react-zmage,typescript,5,3,154e70fa68d0fa9ec1046952fd999f728bfad3d8,c9a70f7546ecfea58d4afde648dfda44ba1d85b7,https://github.com/caldis/react-zmage.git,26,13,13,2017-10-26T08:29:35,"[""animation"", ""es6"", ""image"", ""img"", ""javascript"", ""js"", ""react"", ""react-zmage"", ""slide"", ""slider"", ""slidershow"", ""website"", ""zmage"", ""zoom"", ""zoomer""]"
chichou/vscode-frida,typescript,0,0,,,https://github.com/chichou/vscode-frida.git,0,0,0,2020-01-14T11:58:22,"[""android"", ""ios"", ""mobile-security"", ""reverse-engineering"", ""vscode""]"
ant-design/ant-design,typescript,7,3,b51a7d2004ebfaae79aae53ca875007fee90fdca,2bb5d832739964d593cb2abad6181375ef6f6b82,https://github.com/ant-design/ant-design.git,86,38,48,2015-04-24T03:37:24,"[""ant-design"", ""antd"", ""design-systems"", ""react"", ""typescript"", ""ui-kit"", ""ui-library""]"
chinachu/mirakurun,typescript,0,0,,,https://github.com/chinachu/mirakurun.git,0,0,0,2015-04-04T07:58:21,"[""chinachu"", ""client"", ""dtv"", ""dvb"", ""dvr"", ""epg"", ""isdb"", ""javascript"", ""linux"", ""middleware"", ""mirakurun"", ""openapi"", ""server"", ""typescript""]"
celo-org/celo-monorepo,typescript,0,0,,,https://github.com/celo-org/celo-monorepo.git,1,0,1,2019-07-18T07:05:59,"[""blockchain"", ""celo"", ""crypto"", ""cryptocurrency"", ""dapp"", ""ethereum"", ""financial-inclusion"", ""smart-contracts"", ""stablecoin""]"
chakra-ui/chakra-ui,typescript,0,0,,,https://github.com/chakra-ui/chakra-ui.git,0,0,0,2019-08-17T02:27:54,"[""a11y"", ""accessible"", ""ark-ui"", ""chakra-ui"", ""component"", ""css-in-js"", ""dark-mode"", ""design-system"", ""react"", ""react-components"", ""reactjs"", ""styled"", ""ui-components"", ""ui-library"", ""uikit"", ""wai-aria""]"
coreui/coreui-react,typescript,0,0,,,https://github.com/coreui/coreui-react.git,0,0,0,2018-02-26T06:14:32,"[""bootstrap"", ""bootstrap-react"", ""components-library"", ""coreui"", ""coreui-library"", ""coreui-react"", ""css-library"", ""react"", ""react-bootstrap"", ""react-components"", ""reactjs"", ""reactstrap"", ""ui-components""]"
colinhacks/zod,typescript,0,0,,,https://github.com/colinhacks/zod.git,6,2,4,2020-03-07T08:59:08,"[""runtime-validation"", ""schema-validation"", ""static-types"", ""type-inference"", ""typescript""]"
davidkpiano/xstate,typescript,0,0,,,https://github.com/davidkpiano/xstate.git,0,0,0,2015-09-14T03:04:15,[]
coinbase/rest-hooks,typescript,2,1,63633c714b5c041e04891255683e5a899c3d3f22,63633c714b5c041e04891255683e5a899c3d3f22,https://github.com/coinbase/rest-hooks.git,12,5,7,2019-02-15T03:37:05,[]
chainsafe/lodestar,typescript,4,3,ce2871791a0fbbb1400cc397890c235d91de8e8d,4191d8e353eb27cba835c7af8b1fc12944908f7b,https://github.com/chainsafe/lodestar.git,48,38,10,2018-06-22T02:41:47,"[""beacon-chain"", ""blockchain"", ""eth2"", ""ethereum"", ""proof-of-stake"", ""serenity"", ""typescript""]"
callstack/react-native-paper,typescript,0,0,,,https://github.com/callstack/react-native-paper.git,0,0,0,2016-10-19T05:56:53,"[""hacktoberfest"", ""material-design"", ""react-native"", ""ui-kit""]"
dinerojs/dinero.js,typescript,0,0,,,https://github.com/dinerojs/dinero.js.git,10,9,1,2018-03-10T11:56:04,"[""amount"", ""currency"", ""immutable"", ""javascript"", ""monetary"", ""money"", ""typescript""]"
didi/logicflow,typescript,9,8,eab30bf78d2e7ea1a867732991f12ac8e8923c3d,e6946884f2a8b963bc4e516a85a28d1fa72d59a9,https://github.com/didi/logicflow.git,18,4,14,2020-12-24T07:55:38,"[""bpmn"", ""diagram"", ""diagramming"", ""didi"", ""flow"", ""flowchart"", ""graph"", ""javascript"", ""javascript-diagramming-library"", ""mvvm"", ""svg"", ""typescript"", ""visualization""]"
destinyitemmanager/dim,typescript,0,0,,,https://github.com/destinyitemmanager/dim.git,0,0,0,2015-03-04T09:46:50,"[""bungie"", ""destiny"", ""react"", ""typescript""]"
cloudhut/kowl,typescript,14,8,63e2333cf23eb4cfb6412efa2f9246a82a19e98a,8ff1504d0738ee0bb27477a440233b808c369c0e,https://github.com/cloudhut/kowl.git,56,43,13,2019-09-29T10:15:35,[]
dyc3/opentogethertube,typescript,1,1,8085c285b65154de9f9e783e66080e95eb0eb63a,8085c285b65154de9f9e783e66080e95eb0eb63a,https://github.com/dyc3/opentogethertube.git,3,1,2,2019-07-21T02:17:16,"[""entertainment"", ""hacktoberfest"", ""nodejs"", ""social"", ""video"", ""video-streaming"", ""video-synchronization"", ""vuejs""]"
dolanmiu/docx,typescript,0,0,,,https://github.com/dolanmiu/docx.git,1,1,0,2016-03-26T11:43:56,"[""angular"", ""angular2"", ""browser"", ""create"", ""docs"", ""document"", ""docx"", ""docx-generator"", ""express"", ""expressjs"", ""generate"", ""javascript"", ""microsoft"", ""nodejs"", ""office"", ""react"", ""typescript"", ""vuejs"", ""word""]"
bearer/pizzly,typescript,24,10,3eee18d7812c7bf8fb4967e61cc3c85389fdcbd3,eec9d50a26a2dbc408f689a59ca2961ce21c371d,https://github.com/bearer/pizzly.git,66,44,22,2020-04-09T09:31:24,[]
eclipsesource/jsonforms,typescript,0,0,,,https://github.com/eclipsesource/jsonforms.git,0,0,0,2015-02-13T10:24:06,"[""angular"", ""customizable"", ""forms"", ""js"", ""json"", ""json-schema"", ""material"", ""react"", ""redux"", ""typescript"", ""vue"", ""vue3""]"
eclipse/che,typescript,0,0,,,https://github.com/eclipse/che.git,8,8,0,2015-03-26T03:31:01,"[""cloud"", ""cloud-ide"", ""containers"", ""devtools"", ""eclipse"", ""ide"", ""kubernetes""]"
dubzzz/fast-check,typescript,0,0,,,https://github.com/dubzzz/fast-check.git,40,31,9,2017-10-30T11:41:11,"[""faker"", ""fuzzing"", ""generative-testing"", ""property-based-testing"", ""quickcheck"", ""tdd"", ""testing"", ""typescript"", ""unit-testing""]"
eamodio/vscode-gitlens,typescript,0,0,,,https://github.com/eamodio/vscode-gitlens.git,11,6,5,2016-08-08T02:50:30,[]
effector/effector,typescript,0,0,,,https://github.com/effector/effector.git,0,0,0,2018-02-27T10:38:40,"[""business-logic"", ""effector"", ""event-driven"", ""reactive"", ""state"", ""state-management"", ""state-manager""]"
ekalinin/sitemap.js,typescript,2,1,9dbedf2860ddceb69a2e407c919d9b7306937ffb,9dbedf2860ddceb69a2e407c919d9b7306937ffb,https://github.com/ekalinin/sitemap.js.git,20,8,12,2011-06-29T03:09:12,"[""nodejs"", ""sitemap"", ""sitemap-generator"", ""sitemap-xml""]"
eclipse-theia/theia,typescript,0,0,,,https://github.com/eclipse-theia/theia.git,2,2,0,2017-02-24T02:42:05,"[""cloud-ide"", ""editor"", ""electron"", ""ide"", ""language-server-protocol"", ""typescript""]"
elixir-lsp/vscode-elixir-ls,typescript,0,0,,,https://github.com/elixir-lsp/vscode-elixir-ls.git,0,0,0,2019-01-16T10:10:46,"[""elixir"", ""language-server""]"
desktop/desktop,typescript,0,0,,,https://github.com/desktop/desktop.git,76,52,24,2016-05-11T03:59:00,"[""electron"", ""git"", ""github"", ""github-desktop"", ""typescript""]"
electron-userland/electron-builder,typescript,3,2,a5d8ab9436dd7db0c58a08cf9594e47613c4fc8e,e0bec44e7fb8e6449ab0462bac2671117d2aafeb,https://github.com/electron-userland/electron-builder.git,13,6,7,2015-05-21T07:45:02,"[""appx"", ""auto-update"", ""builder"", ""contributions-welcome"", ""deb"", ""distribution-electron"", ""dmg"", ""electron"", ""electron-builder"", ""electron-updater"", ""help-wanted"", ""linux"", ""macos"", ""msi"", ""muon"", ""nsis"", ""pkg"", ""rpm"", ""snap"", ""squirrel""]"
espressif/vscode-esp-idf-extension,typescript,0,0,,,https://github.com/espressif/vscode-esp-idf-extension.git,0,0,0,2018-11-21T03:27:08,[]
ethereumjs/ethereumjs-monorepo,typescript,0,0,,,https://github.com/ethereumjs/ethereumjs-monorepo.git,10,6,4,2015-07-10T02:54:03,"[""bytecode"", ""client"", ""ethereum"", ""ethereumjs"", ""evm"", ""javascript"", ""monorepo"", ""mpt"", ""typescript"", ""virtual-machine"", ""vm""]"
elastic/eui,typescript,0,0,,,https://github.com/elastic/eui.git,11,9,2,2017-10-18T02:49:20,"[""css-in-js"", ""design-system"", ""elasticsearch"", ""eui"", ""kibana"", ""react""]"
excalidraw/excalidraw,typescript,0,0,,,https://github.com/excalidraw/excalidraw.git,3,3,0,2020-01-02T01:04:43,"[""canvas"", ""collaboration"", ""diagrams"", ""drawing"", ""hacktoberfest"", ""productivity"", ""whiteboard""]"
ericblade/quagga2,typescript,0,0,,,https://github.com/ericblade/quagga2.git,7,6,1,2015-09-12T05:14:20,"[""barcode"", ""barcode-detection"", ""barcode-reader"", ""barcode-recognizer"", ""barcode-scanner"", ""barcodes"", ""camera"", ""ean"", ""hacktoberfest"", ""javascript"", ""node"", ""nodejs"", ""quagga""]"
faridsafi/react-native-gifted-chat,typescript,0,0,,,https://github.com/faridsafi/react-native-gifted-chat.git,0,0,0,2015-11-14T03:45:34,"[""chat"", ""component"", ""react-native""]"
facebook/jest,typescript,0,0,,,https://github.com/facebook/jest.git,1,0,1,2013-12-10T12:18:04,[]
felixrieseberg/windows95,typescript,0,0,,,https://github.com/felixrieseberg/windows95.git,0,0,0,2018-08-23T05:04:38,[]
