repo_name,has_agent_config,language,stars,clone_url,num_contributors,qc_reason,matched_config_file,processed_at,created_at,topics,discovery_tier
forcedotcom/salesforcedx-vscode,1,typescript,1026,https://github.com/forcedotcom/salesforcedx-vscode.git,126,,.cursor/,2026-07-25T03:19:15.363828+00:00,2017-06-21T03:53:45,"[""apex"", ""lightning"", ""salesforce"", ""salesforcedx"", ""typescript"", ""vscode-debugger"", ""vscode-extension"", ""vscode-language""]",1
igniteui/igniteui-angular,1,typescript,600,https://github.com/igniteui/igniteui-angular.git,114,,copilot-instructions.md,2026-07-25T03:19:16.329461+00:00,2016-02-11T01:28:16,"[""angular"", ""angular-charts"", ""angular-components"", ""angular-datatable"", ""angular-grid"", ""angular-table"", ""igniteui"", ""infragistics"", ""progressive-web-apps"", ""typescript"", ""ui-components""]",1
sagemathinc/cocalc,1,typescript,1283,https://github.com/sagemathinc/cocalc.git,50,,CLAUDE.md,2026-07-25T03:19:17.195836+00:00,2015-03-19T04:16:53,"[""cloud"", ""coffeescript"", ""gap"", ""julia"", ""jupyter"", ""jupyter-notebook"", ""latex"", ""markdown"", ""mathematics"", ""mathjax"", ""nodejs"", ""octave"", ""pari"", ""postgresql"", ""python"", ""r"", ""sagemath"", ""terminal""]",1
ethereum/sourcify,1,typescript,863,https://github.com/ethereum/sourcify.git,149,,CLAUDE.md,2026-07-25T03:19:17.212041+00:00,2019-04-24T08:23:22,"[""ethereum"", ""smart-contracts"", ""solidity"", ""source-code-verification"", ""verification"", ""vyper""]",1
adobe/spectrum-web-components,1,typescript,1523,https://github.com/adobe/spectrum-web-components.git,111,,.cursor/,2026-07-25T03:19:17.283638+00:00,2018-11-19T10:15:50,"[""adobe"", ""spectrum"", ""webcomponents""]",1
lucide-icons/lucide,1,typescript,23339,https://github.com/lucide-icons/lucide.git,332,,copilot-instructions.md,2026-07-25T03:19:17.348268+00:00,2020-06-08T03:36:21,"[""feather-icons"", ""figma"", ""icons"", ""react"", ""svg"", ""svg-icons"", ""svgs"", ""ui-components"", ""ui-design"", ""vue""]",1
pagopa/io-app,1,typescript,697,https://github.com/pagopa/io-app.git,98,,CLAUDE.md,2026-07-25T03:19:17.389798+00:00,2017-04-11T09:34:46,"[""android"", ""cie"", ""io-app"", ""ios"", ""react-native"", ""spid""]",1
hubtype/botonic,1,typescript,618,https://github.com/hubtype/botonic.git,37,,.cursor/,2026-07-25T03:19:17.767704+00:00,2018-03-25T09:19:51,"[""bot-framework"", ""bots"", ""chatbots"", ""cms"", ""contentful"", ""conversational-apps"", ""conversational-interfaces"", ""conversational-ui"", ""dialogflow"", ""javascript"", ""nlp"", ""nlu"", ""react"", ""watson""]",1
pnp/cli-microsoft365,1,typescript,1388,https://github.com/pnp/cli-microsoft365.git,146,,copilot-instructions.md,2026-07-25T03:19:17.807306+00:00,2017-10-12T05:18:21,"[""azure"", ""azure-active-directory"", ""cli"", ""entra-id"", ""hacktoberfest"", ""microsoft"", ""microsoft-365"", ""microsoft-graph"", ""microsoft-planner"", ""microsoft-power-apps"", ""microsoft-power-automate"", ""microsoft-teams"", ""microsoft-viva"", ""microsoft365"", ""office-365"", ""office365"", ""sharepoint"", ""sharepoint-framework"", ""sharepoint-online"", ""spfx""]",1
sap/ui5-webcomponents-react,1,typescript,508,https://github.com/sap/ui5-webcomponents-react.git,47,,CLAUDE.md,2026-07-25T03:19:20.261345+00:00,2019-04-18T12:38:30,"[""open-source"", ""react"", ""typescript"", ""ui-components"", ""web-components""]",1
foambubble/foam,1,typescript,17260,https://github.com/foambubble/foam.git,145,,CLAUDE.md,2026-07-25T03:19:32.995700+00:00,2020-06-19T05:04:10,"[""graph-visualisation"", ""markdown"", ""markdown-editor"", ""note-taking"", ""notes-app"", ""personal-knowledge-base"", ""pkm"", ""vscode"", ""zettelkasten""]",1
microsoft/vscode-jupyter,1,typescript,1515,https://github.com/microsoft/vscode-jupyter.git,255,,copilot-instructions.md,2026-07-25T03:19:48.791007+00:00,2020-09-10T11:39:14,"[""datascience"", ""jupyter"", ""machine-learning"", ""vscode"", ""vscode-extension""]",1
microsoft/pxt-arcade,1,typescript,542,https://github.com/microsoft/pxt-arcade.git,63,,copilot-instructions.md,2026-07-25T03:19:56.340507+00:00,2018-01-17T01:43:03,"[""makecode""]",1
tinymce/tinymce,1,typescript,16237,https://github.com/tinymce/tinymce.git,224,,CLAUDE.md,2026-07-25T03:19:56.702651+00:00,2010-01-11T02:46:42,"[""contenteditable"", ""editor"", ""javascript"", ""rich-text-editor"", ""tinymce"", ""wysiwyg"", ""wysiwyg-editor"", ""wysiwyg-html-editor""]",1
umijs/umi,1,typescript,16035,https://github.com/umijs/umi.git,418,,.cursorrules,2026-07-25T03:19:56.718697+00:00,2017-11-22T10:09:36,"[""react"", ""react-framework"", ""umi"", ""umijs""]",1
gitpod-io/gitpod,1,typescript,13740,https://github.com/gitpod-io/gitpod.git,128,,CLAUDE.md,2026-07-25T03:19:56.757970+00:00,2018-04-24T03:56:54,"[""cde"", ""cloud"", ""cloud-development"", ""cloud-development-environments"", ""cloud-ide"", ""code-review"", ""dev-environment"", ""developer-environment"", ""developer-experience"", ""disposable"", ""editor"", ""ephemeral"", ""gitpod"", ""ide"", ""jetbrains"", ""prebuilds"", ""remote-development"", ""remote-devtools"", ""vscode""]",1
adobe/react-spectrum,1,typescript,15639,https://github.com/adobe/react-spectrum.git,403,,.claude/,2026-07-25T03:19:56.806838+00:00,2019-09-13T11:32:51,"[""accessibility"", ""design-systems"", ""react"", ""react-components"", ""ui-components"", ""wai-aria""]",1
powershell/vscode-powershell,1,typescript,1888,https://github.com/powershell/vscode-powershell.git,120,,copilot-instructions.md,2026-07-25T03:19:59.718190+00:00,2015-09-08T06:29:04,"[""extensions"", ""hacktoberfest"", ""powershell"", ""visual-studio-code""]",1
vuejs/vue-router-next,1,typescript,1656,https://github.com/vuejs/vue-router-next.git,112,,CLAUDE.md,2026-07-25T03:20:02.197940+00:00,2019-02-07T06:09:43,[],1
stream-labs/streamlabs-obs,1,typescript,3491,https://github.com/stream-labs/streamlabs-obs.git,51,,CLAUDE.md,2026-07-25T03:20:05.205547+00:00,2017-10-26T09:50:19,[],1
imbhargav5/rooks,1,typescript,3442,https://github.com/imbhargav5/rooks.git,76,,.cursor/,2026-07-25T03:20:08.651918+00:00,2018-11-08T04:14:39,"[""hook"", ""hooks"", ""react"", ""react-hook"", ""react-hooks"", ""reactjs"", ""rooks"", ""typescript""]",1
prabhuignoto/react-chrono,1,typescript,4153,https://github.com/prabhuignoto/react-chrono.git,14,,CLAUDE.md,2026-07-25T03:20:20.321596+00:00,2020-08-18T07:02:24,"[""horizontal-timeline"", ""javascript-timeline"", ""react"", ""react-timeline"", ""reactjs"", ""slideshow"", ""timeline"", ""timeline-component"", ""typescript"", ""vertical-timeline"", ""vertical-timeline-react""]",1
syuilo/misskey,1,typescript,1677,https://github.com/syuilo/misskey.git,77,,copilot-instructions.md,2026-07-25T03:20:26.673968+00:00,2016-12-25T01:16:07,[],1
celo-org/celo-monorepo,1,typescript,674,https://github.com/celo-org/celo-monorepo.git,179,,CLAUDE.md,2026-07-25T03:20:45.303424+00:00,2019-07-18T07:05:59,"[""blockchain"", ""celo"", ""crypto"", ""cryptocurrency"", ""dapp"", ""ethereum"", ""financial-inclusion"", ""smart-contracts"", ""stablecoin""]",1
uniswap/uniswap-interface,1,typescript,2326,https://github.com/uniswap/uniswap-interface.git,83,,.cursorignore,2026-07-25T03:21:05.240822+00:00,2017-10-29T05:09:58,[],1
microsoft/pxt,1,typescript,2291,https://github.com/microsoft/pxt.git,107,,copilot-instructions.md,2026-07-25T03:21:05.274078+00:00,2016-01-24T07:35:52,"[""adafruit"", ""blockly"", ""editor"", ""javascript"", ""makecode"", ""microbit"", ""microsoft-makecode"", ""minecraft"", ""pxt"", ""typescript""]",1
swaponline/multicurrencywallet,1,typescript,540,https://github.com/swaponline/multicurrencywallet.git,60,,CLAUDE.md,2026-07-25T03:21:05.284367+00:00,2018-04-23T09:48:44,"[""atomic"", ""bitcoin"", ""browser"", ""btc"", ""crypto"", ""cryptocurrency"", ""erc"", ""erc20"", ""ethereum"", ""exchange"", ""litecoin"", ""noxoncf"", ""swap"", ""wallet""]",1
tinkoffcreditsystems/taiga-ui,1,typescript,1854,https://github.com/tinkoffcreditsystems/taiga-ui.git,67,,copilot-instructions.md,2026-07-25T03:21:05.355835+00:00,2020-09-25T04:09:18,[],1
artsy/force,1,typescript,636,https://github.com/artsy/force.git,122,,CLAUDE.md,2026-07-25T03:21:05.466621+00:00,2014-08-12T06:14:34,"[""artsy"", ""express-js"", ""graphql"", ""javascript"", ""react"", ""typescript""]",1
wireapp/wire-webapp,1,typescript,1189,https://github.com/wireapp/wire-webapp.git,97,,copilot-instructions.md,2026-07-25T03:21:05.504081+00:00,2016-07-21T03:34:05,"[""end-to-end-encryption"", ""hacktober"", ""hacktoberfest"", ""javascript"", ""knockout"", ""libsodium"", ""messenger"", ""reactjs"", ""typescript"", ""webapp"", ""wire""]",1
sap/spartacus,1,typescript,780,https://github.com/sap/spartacus.git,163,,CLAUDE.md,2026-07-25T03:21:05.726743+00:00,2018-09-18T08:56:49,"[""commerce-cloud"", ""open-source""]",1
typeorm/typeorm,1,typescript,36583,https://github.com/typeorm/typeorm.git,424,,copilot-instructions.md,2026-07-25T03:21:10.194945+00:00,2016-02-29T07:41:14,"[""active-record"", ""cockroachdb"", ""data-mapper"", ""database"", ""hacktoberfest"", ""javascript"", ""mariadb"", ""mysql"", ""orm"", ""postgresql"", ""sqlite"", ""sqlserver"", ""typeorm"", ""typescript""]",1
azure/azure-sdk-for-js,1,typescript,2294,https://github.com/azure/azure-sdk-for-js.git,400,,copilot-instructions.md,2026-07-25T03:21:10.819283+00:00,2017-10-25T06:44:09,"[""azure"", ""azure-sdk"", ""browser"", ""hacktoberfest"", ""javascript"", ""nodejs"", ""typescript""]",1
eclipse-theia/theia,1,typescript,21584,https://github.com/eclipse-theia/theia.git,354,,CLAUDE.md,2026-07-25T03:21:18.056653+00:00,2017-02-24T02:42:05,"[""cloud-ide"", ""editor"", ""electron"", ""ide"", ""language-server-protocol"", ""typescript""]",1
captbaritone/webamp,1,typescript,11142,https://github.com/captbaritone/webamp.git,43,,.claude/,2026-07-25T03:21:24.067122+00:00,2014-11-04T02:50:52,"[""html5"", ""javascript"", ""port"", ""reimplementation"", ""webaudio-api"", ""winamp""]",1
automattic/simplenote-electron,1,typescript,5248,https://github.com/automattic/simplenote-electron.git,81,,CLAUDE.md,2026-07-25T03:21:28.017633+00:00,2015-08-22T09:06:44,[],1
midwayjs/midway,1,typescript,7727,https://github.com/midwayjs/midway.git,165,,.cursor/,2026-07-25T03:21:28.097292+00:00,2018-07-12T06:16:16,"[""aliyun"", ""aws"", ""azure"", ""cloud"", ""dependency-injection-container"", ""enterprise"", ""framework"", ""ioc"", ""midway"", ""mircoservices"", ""react"", ""serverless"", ""serverless-framework"", ""typescript"", ""vue"", ""web""]",1
jigsaw-code/outline-client,1,typescript,8041,https://github.com/jigsaw-code/outline-client.git,38,,CLAUDE.md,2026-07-25T03:21:41.784930+00:00,2018-03-13T09:42:30,"[""android"", ""chromeos"", ""cordova"", ""electron"", ""ios"", ""linux"", ""macos"", ""shadowsocks"", ""windows""]",1
cloudhut/kowl,1,typescript,2188,https://github.com/cloudhut/kowl.git,19,,CLAUDE.md,2026-07-25T03:21:56.498943+00:00,2019-09-29T10:15:35,[],1
antvis/g2,1,typescript,12561,https://github.com/antvis/g2.git,217,,.cursor/,2026-07-25T03:21:58.998823+00:00,2016-05-26T09:21:04,"[""animation"", ""canvas"", ""chart"", ""grammar"", ""graphics"", ""hacktoberfest"", ""interaction"", ""svg"", ""visualization"", ""webgl""]",1
johannesjo/super-productivity,1,typescript,16613,https://github.com/johannesjo/super-productivity.git,300,,CLAUDE.md,2026-07-25T03:22:00.917730+00:00,2017-01-06T10:30:58,"[""electron-app"", ""hacktoberfest"", ""hacktoberfest2022"", ""jira"", ""linux"", ""macos"", ""productivity"", ""task-manager"", ""time-tracker"", ""timetracking"", ""to-do-list"", ""todo""]",1
vendure-ecommerce/vendure,1,typescript,7714,https://github.com/vendure-ecommerce/vendure.git,244,,.cursor/,2026-07-25T03:22:00.920285+00:00,2018-06-11T02:29:20,"[""ecommerce"", ""ecommerce-api"", ""ecommerce-framework"", ""ecommerce-platform"", ""graphql"", ""graphql-commerce"", ""headless"", ""headless-commerce"", ""nestjs"", ""nodejs"", ""nodejs-ecommerce"", ""shopping-cart""]",1
thymikee/jest-preset-angular,1,typescript,917,https://github.com/thymikee/jest-preset-angular.git,88,,copilot-instructions.md,2026-07-25T03:22:22.214956+00:00,2017-03-30T08:35:39,"[""angular"", ""jest"", ""testing""]",1
notionx/react-notion-x,1,typescript,5411,https://github.com/notionx/react-notion-x.git,88,,.claude/,2026-07-25T03:22:22.747633+00:00,2020-08-15T12:29:59,"[""nextjs"", ""notion"", ""notion-api"", ""react"", ""react-notion"", ""typescript""]",1
vkcom/vkui,1,typescript,1143,https://github.com/vkcom/vkui.git,92,,.claude/,2026-07-25T03:22:25.600847+00:00,2017-01-16T12:09:28,"[""javascript"", ""mobile-web"", ""opensource"", ""postcss"", ""reactjs"", ""typescript"", ""ui"", ""uikit"", ""vkontakte"", ""vkui""]",1
tinacms/tinacms,1,typescript,13628,https://github.com/tinacms/tinacms.git,146,,CLAUDE.md,2026-07-25T03:22:25.608533+00:00,2019-07-23T06:37:47,"[""cms"", ""content-management-system"", ""forestry"", ""markdown"", ""nextjs"", ""react"", ""tina"", ""tinacms"", ""typescript""]",1
surveyjs/survey-creator,1,typescript,1263,https://github.com/surveyjs/survey-creator.git,85,,CLAUDE.md,2026-07-25T03:22:26.069820+00:00,2015-12-22T07:21:28,"[""angular-form-builder"", ""angular-forms"", ""drag-and-drop-form-builder"", ""dynamic-form-builder"", ""dynamic-forms"", ""form-builder"", ""form-generator"", ""form-schema"", ""forms"", ""json-form-builder"", ""json-forms"", ""react-form-builder"", ""react-forms"", ""schema-form"", ""survey-application"", ""survey-builder"", ""survey-creator"", ""surveyjs"", ""vue-form-builder"", ""vue-forms""]",1
lichess-org/api,1,typescript,574,https://github.com/lichess-org/api.git,75,,copilot-instructions.md,2026-07-25T03:22:31.625877+00:00,2018-04-01T09:24:19,"[""lichess""]",1
firecow/gitlab-ci-local,1,typescript,3979,https://github.com/firecow/gitlab-ci-local.git,89,,CLAUDE.md,2026-07-25T03:22:36.912186+00:00,2020-01-04T06:03:14,"[""cd"", ""ci"", ""git"", ""gitlab"", ""gitlab-ci"", ""local"", ""pipeline"", ""push"", ""uncomitted"", ""untracked""]",1
hydro-dev/hydro,1,typescript,6692,https://github.com/hydro-dev/hydro.git,49,,.cursorignore,2026-07-25T03:22:36.949078+00:00,2020-04-01T10:14:19,"[""acm-icpc"", ""cpp"", ""hydro"", ""java"", ""mixed-judge"", ""mongodb"", ""node"", ""noip"", ""oi"", ""oj"", ""online-judge"", ""onlinejudge"", ""python"", ""vijos"", ""vj5""]",1
jesec/flood,1,typescript,2800,https://github.com/jesec/flood.git,110,,.cursorrules,2026-07-25T03:22:36.958487+00:00,2020-08-03T01:48:43,"[""collaborate"", ""nodejs"", ""qbittorrent"", ""react"", ""rtorrent"", ""transmission"", ""webui""]",1
davidkpiano/xstate,1,typescript,16523,https://github.com/davidkpiano/xstate.git,215,,CLAUDE.md,2026-07-25T03:22:49.016237+00:00,2015-09-14T03:04:15,[],1
excalidraw/excalidraw,1,typescript,126985,https://github.com/excalidraw/excalidraw.git,350,,copilot-instructions.md,2026-07-25T03:22:49.091854+00:00,2020-01-02T01:04:43,"[""canvas"", ""collaboration"", ""diagrams"", ""drawing"", ""hacktoberfest"", ""productivity"", ""whiteboard""]",1
microsoft/fluidframework,1,typescript,4933,https://github.com/microsoft/fluidframework.git,253,,copilot-instructions.md,2026-07-25T03:22:49.347669+00:00,2019-08-22T05:37:57,"[""collaboration"", ""crdt"", ""datastructure"", ""distributed"", ""fluid"", ""fluid-framework"", ""microsoft"", ""realtime""]",1
streetsidesoftware/cspell,1,typescript,1653,https://github.com/streetsidesoftware/cspell.git,83,,copilot-instructions.md,2026-07-25T03:22:49.349047+00:00,2017-01-15T01:11:46,"[""spell"", ""spell-checker""]",1
signoz/signoz,1,typescript,27592,https://github.com/signoz/signoz.git,205,,.cursor/,2026-07-25T03:22:49.551147+00:00,2021-01-03T12:44:36,"[""apm"", ""application-monitoring"", ""distributed-tracing"", ""go"", ""good-first-issue"", ""jaeger"", ""log"", ""logs"", ""metrics"", ""monitoring"", ""nextjs"", ""observability"", ""open-source"", ""opentelemetry"", ""prometheus"", ""react"", ""reactjs"", ""self-hosted"", ""tracing"", ""typescript""]",1
mui-org/material-ui-x,1,typescript,978,https://github.com/mui-org/material-ui-x.git,82,,CLAUDE.md,2026-07-25T03:22:49.603106+00:00,2020-04-30T02:52:39,[],1
nrwl/nx,1,typescript,29060,https://github.com/nrwl/nx.git,400,,.cursor/,2026-07-25T03:22:49.605066+00:00,2017-08-11T06:50:23,"[""angular"", ""build"", ""build-system"", ""build-tool"", ""building-tool"", ""cli"", ""cypress"", ""hacktoberfest"", ""javascript"", ""monorepo"", ""nextjs"", ""nodejs"", ""nx"", ""nx-workspaces"", ""react"", ""storybook"", ""typescript""]",1
appsmithorg/appsmith,1,typescript,40285,https://github.com/appsmithorg/appsmith.git,327,,.cursor/,2026-07-25T03:22:49.635642+00:00,2020-06-30T04:07:36,"[""admin-dashboard"", ""admin-panels"", ""app-builder"", ""automation"", ""crud"", ""custom-internal"", ""developer-tools"", ""gui"", ""gui-application"", ""hacktoberfest"", ""internal-tools"", ""java"", ""javascript"", ""low-code"", ""low-code-framework"", ""react"", ""self-hosted"", ""typescript"", ""webdevelopment"", ""workflows""]",1
teambit/bit,1,typescript,18421,https://github.com/teambit/bit.git,74,,.github/instructions/,2026-07-25T03:22:58.129716+00:00,2017-01-22T02:51:43,"[""ai"", ""collaboration"", ""component-driven"", ""composable"", ""composable-architecture"", ""distributed"", ""front-end"", ""javascript"", ""micro-frontend"", ""micro-services"", ""monorepo"", ""multirepo"", ""multirepo-maintenance"", ""node-js"", ""polyrepo"", ""react"", ""service-oriented-architecture"", ""typescript"", ""vue""]",1
microsoft/fast,1,typescript,9665,https://github.com/microsoft/fast.git,149,,copilot-instructions.md,2026-07-25T03:23:04.579978+00:00,2018-03-02T08:10:30,"[""adaptive-ui"", ""animation-library"", ""color-library"", ""component-architecture"", ""component-library"", ""components"", ""design-architecture"", ""design-systems"", ""development-tools"", ""front-end-framework"", ""react"", ""typescript"", ""web-accessibility"", ""web-components"", ""web-components-schemas"", ""web-standards""]",1
coinbase/rest-hooks,1,typescript,1652,https://github.com/coinbase/rest-hooks.git,34,,.cursor/,2026-07-25T03:23:12.657637+00:00,2019-02-15T03:37:05,[],1
home-assistant/frontend,1,typescript,5542,https://github.com/home-assistant/frontend.git,438,,copilot-instructions.md,2026-07-25T03:23:22.788887+00:00,2015-07-12T11:58:06,"[""frontend"", ""hacktoberfest"", ""home-assistant"", ""home-automation"", ""lit-element"", ""polymer"", ""webcomponents""]",1
thecodingmachine/workadventure,1,typescript,3192,https://github.com/thecodingmachine/workadventure.git,77,,copilot-instructions.md,2026-07-25T03:23:25.479186+00:00,2020-04-03T12:24:15,[],1
dubzzz/fast-check,1,typescript,5056,https://github.com/dubzzz/fast-check.git,75,,copilot-instructions.md,2026-07-25T03:23:42.664502+00:00,2017-10-30T11:41:11,"[""faker"", ""fuzzing"", ""generative-testing"", ""property-based-testing"", ""quickcheck"", ""tdd"", ""testing"", ""typescript"", ""unit-testing""]",1
microsoft/playwright,1,typescript,92120,https://github.com/microsoft/playwright.git,471,,copilot-instructions.md,2026-07-25T03:23:45.274272+00:00,2019-11-15T06:32:42,"[""automation"", ""chrome"", ""chromium"", ""e2e-testing"", ""electron"", ""end-to-end-testing"", ""firefox"", ""javascript"", ""playwright"", ""test"", ""test-automation"", ""testing"", ""testing-tools"", ""web"", ""webkit""]",1
effector/effector,1,typescript,4839,https://github.com/effector/effector.git,143,,.cursor/,2026-07-25T03:23:46.674287+00:00,2018-02-27T10:38:40,"[""business-logic"", ""effector"", ""event-driven"", ""reactive"", ""state"", ""state-management"", ""state-manager""]",1
ant-design/pro-components,1,typescript,4786,https://github.com/ant-design/pro-components.git,410,,.cursor/,2026-07-25T03:24:04.518880+00:00,2019-04-28T10:45:11,"[""ant"", ""ant-design"", ""ant-design-pro"", ""dumi"", ""hooks"", ""react"", ""ui"", ""ui-components""]",1
trpc/trpc,1,typescript,40353,https://github.com/trpc/trpc.git,462,,.cursor/,2026-07-25T03:24:04.625016+00:00,2020-07-18T01:17:11,"[""api"", ""next"", ""nextjs"", ""prisma"", ""react"", ""typescript""]",1
chakra-ui/chakra-ui,1,typescript,40485,https://github.com/chakra-ui/chakra-ui.git,413,,CLAUDE.md,2026-07-25T03:24:04.698141+00:00,2019-08-17T02:27:54,"[""a11y"", ""accessible"", ""ark-ui"", ""chakra-ui"", ""component"", ""css-in-js"", ""dark-mode"", ""design-system"", ""react"", ""react-components"", ""reactjs"", ""styled"", ""ui-components"", ""ui-library"", ""uikit"", ""wai-aria""]",1
vitejs/vite,1,typescript,81844,https://github.com/vitejs/vite.git,438,,copilot-instructions.md,2026-07-25T03:24:04.703973+00:00,2020-04-21T05:03:57,"[""build-tool"", ""dev-server"", ""frontend"", ""hmr"", ""vite""]",1
sidequestjs/sidequest,1,typescript,1001,https://github.com/sidequestjs/sidequest.git,8,,CLAUDE.md,2026-07-25T03:24:08.369438+00:00,2025-07-23T10:51:48,"[""background-jobs"", ""bullmq-alternative"", ""concurrency"", ""cron"", ""dashboard"", ""distributed"", ""job-queue"", ""mongodb"", ""mysql"", ""no-redis"", ""nodejs"", ""pg-boss-alternative"", ""postgresql"", ""queue"", ""redis-free"", ""scheduler"", ""sqlite"", ""typescript"", ""worker-threads""]",1
ifandelse/machina.js,1,typescript,1956,https://github.com/ifandelse/machina.js.git,21,,CLAUDE.md,2026-07-25T03:24:09.738822+00:00,2012-02-28T05:16:42,"[""fsm"", ""state-machine""]",1
zwave-js/node-zwave-js,1,typescript,803,https://github.com/zwave-js/node-zwave-js.git,411,,copilot-instructions.md,2026-07-25T03:24:09.843012+00:00,2018-03-25T09:25:32,"[""hacktoberfest"", ""iot"", ""razberry"", ""smart-home"", ""wireless"", ""z-wave"", ""zwave""]",1
rejetto/hfs,1,typescript,3786,https://github.com/rejetto/hfs.git,21,,copilot-instructions.md,2026-07-25T03:24:11.608169+00:00,2021-12-19T09:34:54,"[""file-server"", ""file-sharing"", ""http-server"", ""nodejs"", ""typescript"", ""web""]",1
postaljs/postal.js,1,typescript,2838,https://github.com/postaljs/postal.js.git,20,,CLAUDE.md,2026-07-25T03:24:17.475460+00:00,2011-10-27T04:40:05,[],1
aadsm/jschardet,1,typescript,741,https://github.com/aadsm/jschardet.git,15,,CLAUDE.md,2026-07-25T03:24:23.187383+00:00,2010-04-17T08:23:09,"[""character-encoding"", ""charset""]",1
tantaman/strut,1,typescript,1887,https://github.com/tantaman/strut.git,21,,CLAUDE.md,2026-07-25T03:24:32.128090+00:00,2012-05-06T10:05:30,[],1
renovatebot/renovate,1,typescript,21960,https://github.com/renovatebot/renovate.git,431,,CLAUDE.md,2026-07-25T03:24:32.373277+00:00,2016-12-17T04:21:21,"[""azure-devops"", ""bitbucket"", ""dependencies"", ""dependencies-checking"", ""dependency-manager"", ""github"", ""gitlab"", ""npm"", ""package-management""]",1
ant-design/ant-design,1,typescript,98607,https://github.com/ant-design/ant-design.git,376,,copilot-instructions.md,2026-07-25T03:24:32.603150+00:00,2015-04-24T03:37:24,"[""ant-design"", ""antd"", ""design-systems"", ""react"", ""typescript"", ""ui-kit"", ""ui-library""]",1
gitbookio/gitbook,1,typescript,28942,https://github.com/gitbookio/gitbook.git,36,,CLAUDE.md,2026-07-25T03:24:33.156000+00:00,2014-03-31T03:01:56,"[""documentation"", ""git"", ""gitbook"", ""markdown""]",1
khan/perseus,1,typescript,1576,https://github.com/khan/perseus.git,45,,.cursor/,2026-07-25T03:24:33.219118+00:00,2013-01-25T07:54:46,[],1
olistic/warriorjs,1,typescript,9507,https://github.com/olistic/warriorjs.git,13,,CLAUDE.md,2026-07-25T03:24:33.640526+00:00,2015-04-29T02:25:02,"[""ai"", ""artificial-intelligence"", ""battle"", ""epic"", ""game"", ""javascript"", ""js"", ""learn"", ""nodejs"", ""sharpen"", ""skills"", ""test"", ""warrior"", ""warriorjs""]",1
yorkxin/copy-as-markdown,1,typescript,736,https://github.com/yorkxin/copy-as-markdown.git,10,,CLAUDE.md,2026-07-25T03:24:36.700188+00:00,2012-03-01T05:21:06,"[""browser"", ""chrome"", ""firefox"", ""webextensions""]",1
kriasoft/react-starter-kit,1,typescript,23514,https://github.com/kriasoft/react-starter-kit.git,13,,copilot-instructions.md,2026-07-25T03:24:38.684031+00:00,2014-04-16T01:08:18,"[""better-auth"", ""boilerplate"", ""bun"", ""cloudflare"", ""cloudflare-workers"", ""drizzle-orm"", ""gcp"", ""hono"", ""neon"", ""nodejs"", ""react"", ""saas"", ""shadcn-ui"", ""starter-kit"", ""tailwindcss"", ""tanstack-router"", ""template"", ""trpc"", ""typescript"", ""vite""]",1
caldis/react-zmage,1,typescript,937,https://github.com/caldis/react-zmage.git,6,,copilot-instructions.md,2026-07-25T03:24:40.548592+00:00,2017-10-26T08:29:35,"[""animation"", ""es6"", ""image"", ""img"", ""javascript"", ""js"", ""react"", ""react-zmage"", ""slide"", ""slider"", ""slidershow"", ""website"", ""zmage"", ""zoom"", ""zoomer""]",1
zuiidea/antd-admin,1,typescript,9759,https://github.com/zuiidea/antd-admin.git,52,,.github/instructions/,2026-07-25T03:24:41.181125+00:00,2016-01-25T07:46:15,"[""admin"", ""antd"", ""dashboard"", ""mock"", ""react""]",1
tus/tus-node-server,1,typescript,1086,https://github.com/tus/tus-node-server.git,63,,CLAUDE.md,2026-07-25T03:24:42.040773+00:00,2015-10-08T04:23:03,"[""aws-s3"", ""azure"", ""file-storage"", ""google-cloud-storage"", ""nodejs"", ""resumable-upload"", ""tus"", ""upload"", ""upload-server""]",1
wechatsync/wechatsync,1,typescript,5585,https://github.com/wechatsync/wechatsync.git,9,,.claude/,2026-07-25T03:24:42.804327+00:00,2020-09-01T08:58:36,"[""blog"", ""chrome"", ""chrome-extension"", ""markdown"", ""multiplatform"", ""spider"", ""vue"", ""wechat-official-account"", ""writer""]",1
naomiaro/waveform-playlist,1,typescript,1655,https://github.com/naomiaro/waveform-playlist.git,16,,CLAUDE.md,2026-07-25T03:24:42.820841+00:00,2013-02-12T12:37:03,"[""annotations"", ""audio"", ""audio-player"", ""audio-visualizer"", ""audiorecorder"", ""audioworklet"", ""daw"", ""harmony"", ""music"", ""playback"", ""playlist"", ""tonejs"", ""waveform"", ""webaudio""]",1
theoephraim/node-google-spreadsheet,1,typescript,2486,https://github.com/theoephraim/node-google-spreadsheet.git,51,,CLAUDE.md,2026-07-25T03:24:45.208175+00:00,2013-03-04T09:53:48,"[""google"", ""google-sheets"", ""google-sheets-api-v4"", ""google-spreadsheets"", ""nodejs"", ""typescript""]",1
johnkorzhuk/grabient,1,typescript,2006,https://github.com/johnkorzhuk/grabient.git,3,,CLAUDE.md,2026-07-25T03:24:45.436858+00:00,2017-05-06T11:41:30,[],1
flavioislima/heroicgameslauncher,1,typescript,551,https://github.com/flavioislima/heroicgameslauncher.git,19,,copilot-instructions.md,2026-07-25T03:24:45.535560+00:00,2020-12-30T12:51:57,[],1
