repo_name,has_agent_config,language,stars,clone_url,num_contributors,qc_reason,matched_config_file,processed_at,created_at,topics
arcadedata/arcadedb,1,java,1008,https://github.com/arcadedata/arcadedb.git,44,,,2026-07-29T03:04:33.555386+00:00,2021-08-16T04:01:29,"[""arcadedb"", ""database"", ""dbms"", ""distributed"", ""docker"", ""document"", ""embedded"", ""graph"", ""k8s"", ""key-value"", ""kubernetes"", ""multi-model"", ""orientdb"", ""search-engine"", ""similarity-search"", ""time-series"", ""vector-database"", ""vector-search""]"
assertj/assertj,1,java,2833,https://github.com/assertj/assertj.git,375,,,2026-07-29T03:04:33.555386+00:00,2013-03-14T04:18:49,"[""assertions"", ""assertj"", ""groovy"", ""hacktoberfest"", ""java"", ""kotlin"", ""testing"", ""typed-assertions""]"
assertj/assertj-core,1,java,2190,https://github.com/assertj/assertj-core.git,298,,,2026-07-29T03:04:33.555386+00:00,2013-03-14T04:18:49,[]
athenz/athenz,1,java,995,https://github.com/athenz/athenz.git,93,,,2026-07-29T03:04:33.555386+00:00,2016-11-16T06:23:08,"[""access-token"", ""authorization"", ""cloud"", ""containers"", ""dynamic-infrastructures"", ""rbac"", ""role-based-access-control"", ""service-identity"", ""spiffe"", ""tls""]"
atmosphere/atmosphere,1,java,3784,https://github.com/atmosphere/atmosphere.git,117,,,2026-07-29T03:04:33.555386+00:00,2010-06-30T02:26:23,"[""acp"", ""agentic-ai"", ""embabel"", ""event-driven"", ""java"", ""koog"", ""langchain4j"", ""mcp"", ""multiagent"", ""quarkus"", ""spring-ai"", ""spring-boot"", ""sse"", ""websocket""]"
auties00/cobalt,1,java,854,https://github.com/auties00/cobalt.git,16,,,2026-07-29T03:04:33.555386+00:00,2020-12-29T05:19:18,"[""java"", ""whatsapp"", ""whatsapp-api"", ""whatsapp-automation"", ""whatsapp-bot"", ""whatsapp-chat"", ""whatsapp-web"", ""whatsapp-web-api"", ""whatsappweb""]"
automattic/simplenote-android,1,java,1902,https://github.com/automattic/simplenote-android.git,66,,,2026-07-29T03:04:33.555386+00:00,2012-09-26T06:34:04,[]
awslabs/smithy,1,java,1349,https://github.com/awslabs/smithy.git,72,,,2026-07-29T03:04:33.555386+00:00,2019-03-22T09:38:10,"[""smithy"", ""smithy-models""]"
axonframework/axonframework,1,java,3570,https://github.com/axonframework/axonframework.git,181,,,2026-07-29T03:04:33.555386+00:00,2011-12-02T04:04:42,"[""cqrs"", ""dcb"", ""ddd"", ""domain-driven-design"", ""domaindrivendesign"", ""dynamic-consistency-boundary"", ""dynamicconsistencyboundary"", ""event-sourcing"", ""java"", ""message-driven"", ""performance"", ""scalability""]"
baomidou/dynamic-datasource,1,java,5163,https://github.com/baomidou/dynamic-datasource.git,51,,,2026-07-29T03:04:33.555386+00:00,2018-04-28T02:32:16,"[""datasource"", ""distributed-transaction"", ""dynamic-datasource"", ""dynamicdatasource"", ""multi-datasource"", ""multidatasource"", ""mybatis"", ""spring-boot"", ""springboot""]"
