repo_name,has_agent_config,language,stars,clone_url,num_contributors,qc_reason,matched_config_file,processed_at,created_at,topics
getstream/stream-chat-react-native,1,typescript,0,https://github.com/getstream/stream-chat-react-native.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
gilbarbara/react-joyride,1,typescript,0,https://github.com/gilbarbara/react-joyride.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
gitbookio/gitbook,1,typescript,0,https://github.com/gitbookio/gitbook.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
github/codeql-action,1,typescript,0,https://github.com/github/codeql-action.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
gitpod-io/gitpod,1,typescript,0,https://github.com/gitpod-io/gitpod.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
glimmerjs/glimmer-vm,1,typescript,0,https://github.com/glimmerjs/glimmer-vm.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
golevelup/nestjs,1,typescript,0,https://github.com/golevelup/nestjs.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
grafana/grafana,1,typescript,0,https://github.com/grafana/grafana.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
gre/gl-react,1,typescript,0,https://github.com/gre/gl-react.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
gre/react-native-view-shot,1,typescript,0,https://github.com/gre/react-native-view-shot.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
hacker0x01/react-datepicker,1,typescript,0,https://github.com/hacker0x01/react-datepicker.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
haehnchen/crypto-trading-bot,1,typescript,0,https://github.com/haehnchen/crypto-trading-bot.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
handsontable/hyperformula,1,typescript,0,https://github.com/handsontable/hyperformula.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
harttle/liquidjs,1,typescript,0,https://github.com/harttle/liquidjs.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
heroku/cli,1,typescript,0,https://github.com/heroku/cli.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
higurashi-kagome/wereader,1,typescript,0,https://github.com/higurashi-kagome/wereader.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
home-assistant/frontend,1,typescript,0,https://github.com/home-assistant/frontend.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
homebridge/homebridge,1,typescript,0,https://github.com/homebridge/homebridge.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
honkit/honkit,1,typescript,0,https://github.com/honkit/honkit.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
hubtype/botonic,1,typescript,0,https://github.com/hubtype/botonic.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
ifandelse/machina.js,1,typescript,0,https://github.com/ifandelse/machina.js.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
igniteui/igniteui-angular,1,typescript,0,https://github.com/igniteui/igniteui-angular.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
imbhargav5/rooks,1,typescript,0,https://github.com/imbhargav5/rooks.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
instawork/hyperview,1,typescript,0,https://github.com/instawork/hyperview.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
